Time	Latitude	Longitude	Alt.(M)	Dist.(M)	HR (Bpm)	Cadence	Speed	Power
8:14:14 PM	49.232504	-123.170334	54.79999924	585.289978		0	8.708000183	0
8:14:15 PM	49.232427	-123.170329	54.40000153	593.8800049		0	8.44299984	0
8:14:16 PM	49.232348	-123.170321	54.40000153	602.6900024		0	8.611000061	0
8:14:17 PM	49.232267	-123.170315	54.40000153	611.5999756		0	8.515000343	0
8:14:18 PM	49.232185	-123.170318	54.40000153	620.7600098		0	8.633999825	0
8:14:19 PM	49.232108	-123.170324	54.40000153	629.3699951		0	8.194000244	0
8:14:20 PM	49.232041	-123.170316	54	636.8300171		0	7.104000092	0
8:14:21 PM	49.231986	-123.170314	53.59999847	642.8699951		0	5.982999802	0
8:14:22 PM	49.231949	-123.170293	53.20000076	647.2299805		0	4.586999893	0
8:14:23 PM	49.231920	-123.170251	52.59999847	651.6400146		0	4.34100008	0
8:14:24 PM	49.231899	-123.170186	52	656.8400269		51	4.933000088	284
8:14:25 PM	49.231881	-123.170116	51.40000153	662.2999878		51	5.249000072	303
8:14:26 PM	49.231875	-123.170038	50.79999924	668.0200195		55	5.34800005	424
8:14:27 PM	49.231867	-123.169960	50.20000076	673.7600098		57	5.502999783	435
8:14:28 PM	49.231863	-123.169881	50.20000076	679.5700073		61	5.633999825	433
8:14:29 PM	49.231862	-123.169801	50.20000076	685.3300171		61	5.65500021	450
8:14:30 PM	49.231863	-123.169715	50.20000076	691.5700073		61	5.954999924	380
8:14:31 PM	49.231862	-123.169634	50.20000076	697.5100098		61	5.864999771	374
8:14:32 PM	49.231860	-123.169550	50.20000076	703.5999756		71	5.894999981	406
8:14:33 PM	49.231860	-123.169454	50.20000076	710.6199951		71	6.393000126	406
8:14:34 PM	49.231862	-123.169358	50.20000076	717.5599976		66	6.487999916	276
8:14:35 PM	49.231861	-123.169271	50.59999847	723.9500122		67	6.315999985	276
8:14:36 PM	49.231860	-123.169188	51	730.0200195		67	5.961999893	237
8:14:37 PM	49.231874	-123.169090	51.40000153	737.210022		68	6.421000004	264
8:14:38 PM	49.231885	-123.169008	51.79999924	743.2199707		71	5.940999985	238
8:14:39 PM	49.231885	-123.168905	52.20000076	750.7299805		71	6.840000153	238
8:14:40 PM	49.231883	-123.168806	52.20000076	757.8800049		72	7.018000126	223
8:14:41 PM	49.231885	-123.168705	52.20000076	765.2999878		73	7.203000069	223
8:14:42 PM	49.231890	-123.168594	52.20000076	773.3599854		74	7.510000229	234
8:14:43 PM	49.231887	-123.168489	52.20000076	781.0200195		74	7.481999874	234
8:14:44 PM	49.231884	-123.168389	52.20000076	788.3099976		74	7.208000183	235
8:14:45 PM	49.231889	-123.168290	52.20000076	795.5		74	7.053999901	235
8:14:46 PM	49.231887	-123.168179	52.20000076	803.5900269		74	7.559999943	225
8:14:47 PM	49.231885	-123.168068	52.20000076	811.6699829		75	7.558000088	225
8:14:48 PM	49.231888	-123.167970	52.20000076	818.8200073		74	7.118999958	190
8:14:49 PM	49.231886	-123.167875	52.20000076	825.7199707		72	7.083000183	137
8:14:50 PM	49.231882	-123.167783	52.20000076	832.4699707		71	6.84100008	137
8:14:51 PM	49.231867	-123.167680	52.20000076	840.039978		17	6.577000141	0
8:14:52 PM	49.231871	-123.167592	52.20000076	846.460022		0	6.153999805	0
8:14:53 PM	49.231871	-123.167525	52.20000076	851.3499756		0	5.147999763	0
8:14:54 PM	49.231867	-123.167472	52.20000076	855.1699829		0	4.086999893	0
8:14:55 PM	49.231859	-123.167426	52.20000076	858.4799805		11	3.802000046	246
8:14:56 PM	49.231841	-123.167393	52.20000076	860.9500122		45	3.411000013	246
8:14:57 PM	49.231754	-123.167397	52.20000076	870.3400269		50	5.504000187	359
8:14:58 PM	49.231711	-123.167389	52.20000076	875.1400146		60	5.762000084	359
8:14:59 PM	49.231660	-123.167386	52.20000076	880.7999878		67	6.396999836	225
8:15:00 PM	49.231600	-123.167389	52.20000076	887.460022		72	7.126999855	225
8:15:01 PM	49.231536	-123.167391	52.20000076	894.5800171		75	7.089000225	192
8:15:02 PM	49.231466	-123.167392	52.20000076	902.4000244		78	7.512000084	192
8:15:03 PM	49.231400	-123.167394	52.20000076	909.7000122		79	7.525000095	161
8:15:04 PM	49.231323	-123.167397	52.20000076	918.2800293		83	8.083999634	161
8:15:05 PM	49.231251	-123.167399	52.20000076	926.3099976		84	8.062999725	155
8:15:06 PM	49.231172	-123.167408	52.20000076	935.0800171		88	8.305000305	155
8:15:07 PM	49.231092	-123.167417	51.59999847	944.0999756		88	8.618000031	159
8:15:08 PM	49.231010	-123.167431	51.20000076	953.1900024		89	8.652999878	158
8:15:09 PM	49.230929	-123.167443	50.59999847	962.210022		90	8.68200016	158
8:15:10 PM	49.230840	-123.167444	50.20000076	972.1400146		89	9.274000168	72
8:15:11 PM	49.230759	-123.167449	49.59999847	981.2000122		85	9.152999878	72
8:15:12 PM	49.230679	-123.167457	49.59999847	990.0700073		69	9.012999535	148
8:15:13 PM	49.230612	-123.167471	49.59999847	997.6199951		64	8.531000137	148
8:15:14 PM	49.230535	-123.167479	49.59999847	1006.109985		66	8.734999657	161
8:15:15 PM	49.230454	-123.167465	49.59999847	1015.140015		71	9.069000244	161
8:15:16 PM	49.230365	-123.167459	49.59999847	1025.030029		72	9.343000412	166
8:15:17 PM	49.230272	-123.167451	49.59999847	1035.400024		74	9.74600029	166
8:15:18 PM	49.230184	-123.167450	49.59999847	1045.209961		74	9.734000206	145
8:15:19 PM	49.230097	-123.167449	49.59999847	1054.890015		76	9.609000206	147
8:15:20 PM	49.230002	-123.167455	49.59999847	1065.410034		77	9.984999657	129
8:15:21 PM	49.229901	-123.167453	49.20000076	1076.640015		79	10.34799957	129
8:15:22 PM	49.229809	-123.167452	48.59999847	1086.939941		79	10.15299988	128
8:15:23 PM	49.229713	-123.167446	48.20000076	1097.589966		80	10.13000011	123
8:15:24 PM	49.229611	-123.167438	47.79999924	1108.959961		80	10.68000031	123
8:15:25 PM	49.229512	-123.167433	47.20000076	1119.930054		0	10.46800041	0
8:15:26 PM	49.229417	-123.167432	47.20000076	1130.569946		0	10.57499981	0
8:15:27 PM	49.229312	-123.167441	46.79999924	1142.170044		0	10.54800034	0
8:15:28 PM	49.229217	-123.167437	46.20000076	1152.76001		0	10.87800026	0
8:15:29 PM	49.229113	-123.167423	45.79999924	1164.280029		0	11.21800041	0
8:15:30 PM	49.229006	-123.167431	45.20000076	1176.199951		0	11.25599957	0
8:15:31 PM	49.228900	-123.167436	44.79999924	1188.040039		0	11.38199997	0
8:15:32 PM	49.228786	-123.167433	44.20000076	1200.73999		0	12.14400005	0
8:15:33 PM	49.228683	-123.167440	43.79999924	1212.130005		0	11.52099991	0
8:15:34 PM	49.228581	-123.167443	43.20000076	1223.52002		0	11.52499962	0
8:15:35 PM	49.228469	-123.167452	42.40000153	1236.02002		0	11.74400043	0
8:15:36 PM	49.228349	-123.167454	41.59999847	1249.339966		0	12.50500011	0
8:15:37 PM	49.228225	-123.167450	40.79999924	1263.160034		0	12.95800018	0
8:15:38 PM	49.228114	-123.167463	40	1275.47998		0	12.37199974	0
8:15:39 PM	49.228001	-123.167471	39.20000076	1288.060059		0	11.79899979	0
8:15:40 PM	49.227901	-123.167471	38.59999847	1299.22998		0	11.17399979	0
8:15:41 PM	49.227808	-123.167468	38	1309.48999		0	10.44299984	0
8:15:42 PM	49.227717	-123.167467	37	1319.619995		0	9.822999954	0
8:15:43 PM	49.227629	-123.167462	36	1329.47998		0	9.225999832	0
8:15:44 PM	49.227558	-123.167463	35	1337.27002		0	7.897999763	0
8:15:45 PM	49.227495	-123.167474	34	1344.390015		0	6.90500021	0
8:15:46 PM	49.227426	-123.167502	33.40000153	1352.209961		0	5.749000072	0
8:15:47 PM	49.227391	-123.167513	32.59999847	1356.150024		0	3.926000118	0
8:15:48 PM	49.227369	-123.167530	32	1358.719971		0	3.155999899	0
8:15:49 PM	49.227345	-123.167571	31.39999962	1361.869995		0	4.127999783	0
8:15:50 PM	49.227324	-123.167642	30.60000038	1365.550049		30	5.802000046	372
8:15:51 PM	49.227308	-123.167734	30.60000038	1369.660034		47	6.800000191	372
8:15:52 PM	49.227303	-123.167848	30.20000076	1373.959961		50	7.418000221	302
8:15:53 PM	49.227306	-123.167976	29.60000038	1378.839966		64	8.411999702	132
8:15:54 PM	49.227308	-123.168108	29.20000076	1384.640015		74	8.741999626	214
8:15:55 PM	49.227316	-123.168259	28.79999924	1391.699951		78	9.883999825	148
8:15:56 PM	49.227325	-123.168405	28.20000076	1399.130005		82	9.864999771	148
8:15:57 PM	49.227331	-123.168559	27.79999924	1407.829956		86	10.36999989	145
8:15:58 PM	49.227337	-123.168718	27.39999962	1417.290039		87	10.72399998	135
8:15:59 PM	49.227341	-123.168885	27	1427.859985		87	11.4460001	194
8:16:00 PM	49.227341	-123.169058	26.39999962	1439.349976		90	11.85099983	194
8:16:01 PM	49.227339	-123.169231	25.79999924	1451.130005		91	12.08100033	189
8:16:02 PM	49.227335	-123.169410	25.20000076	1463.589966		94	12.47700024	189
8:16:03 PM	49.227334	-123.169589	24.39999962	1476.069946		94	12.44400024	171
8:16:04 PM	49.227335	-123.169765	23.79999924	1488.469971		95	12.60499954	171
8:16:05 PM	49.227345	-123.169946	23.20000076	1501.079956		91	12.71100044	113
8:16:06 PM	49.227356	-123.170124	22.79999924	1513.560059		82	12.74600029	113
8:16:07 PM	49.227360	-123.170299	22	1526.040039		61	12.7159996	0
8:16:08 PM	49.227365	-123.170475	21.20000076	1538.709961		0	12.4829998	0
8:16:09 PM	49.227377	-123.170649	20.39999962	1551.119995		0	12.18000031	0
8:16:10 PM	49.227391	-123.170800	19.60000038	1561.930054		0	11.45600033	0
8:16:11 PM	49.227396	-123.170942	18.79999924	1572.180054		0	10.51200008	0
8:16:12 PM	49.227412	-123.171069	18.39999962	1581.329956		0	9.576000214	0
8:16:13 PM	49.227419	-123.171184	18	1589.680054		0	8.453000069	0
8:16:14 PM	49.227422	-123.171283	17.39999962	1596.920044		0	7.30700016	0
8:16:15 PM	49.227423	-123.171360	17	1602.52002		0	5.894999981	0
8:16:16 PM	49.227434	-123.171443	16.39999962	1608.660034		36	6.247000217	305
8:16:17 PM	49.227441	-123.171541	16	1615.790039		55	6.896999836	385
8:16:18 PM	49.227459	-123.171637	15.60000038	1623.01001		58	7.288000107	496
8:16:19 PM	49.227494	-123.171732	15.19999981	1630.949951		65	7.895999908	520
8:16:20 PM	49.227533	-123.171843	14.80000019	1640.160034		70	8.534999847	444
8:16:21 PM	49.227573	-123.171959	14.39999962	1649.689941		70	9.18200016	354
8:16:22 PM	49.227620	-123.172083	14.39999962	1660.089966		71	9.651000023	277
8:16:23 PM	49.227663	-123.172197	14.39999962	1669.709961		73	9.56099987	248
8:16:24 PM	49.227705	-123.172310	14.39999962	1679.189941		73	9.524000168	248
8:16:25 PM	49.227765	-123.172424	14.39999962	1689.670044		76	9.795000076	270
8:16:26 PM	49.227814	-123.172542	14.39999962	1699.859985		77	10.02400017	248
8:16:27 PM	49.227868	-123.172662	14.39999962	1710.48999		77	10.01000023	207
8:16:28 PM	49.227919	-123.172779	14.39999962	1720.719971		77	10.23900032	207
8:16:29 PM	49.227960	-123.172903	14.39999962	1730.790039		80	10.20499992	215
8:16:30 PM	49.228017	-123.173024	14.39999962	1741.630005		80	10.2159996	223
8:16:31 PM	49.228063	-123.173149	14.39999962	1752.040039		80	10.30500031	195
8:16:32 PM	49.228119	-123.173279	14	1763.390015		81	10.56499958	206
8:16:33 PM	49.228169	-123.173412	13.60000038	1774.569946		81	10.60400009	202
8:16:34 PM	49.228210	-123.173548	13.19999981	1785.400024		82	10.63599968	212
8:16:35 PM	49.228244	-123.173698	12.60000038	1796.859985		82	10.78299999	256
8:16:36 PM	49.228287	-123.173838	12.19999981	1808.119995		83	10.80599976	317
8:16:37 PM	49.228343	-123.173968	12.19999981	1819.410034		83	10.7840004	262
8:16:38 PM	49.228394	-123.174094	12.19999981	1830.199951		84	10.86699963	221
8:16:39 PM	49.228449	-123.174220	12.19999981	1841.180054		84	10.8579998	221
8:16:40 PM	49.228507	-123.174354	12.19999981	1852.880005		84	11.00699997	206
8:16:41 PM	49.228566	-123.174479	11.80000019	1864.089966		84	11.20300007	206
8:16:42 PM	49.228619	-123.174606	11.80000019	1875.079956		84	10.86299992	215
8:16:43 PM	49.228674	-123.174735	11	1886.26001		84	10.77799988	215
8:16:44 PM	49.228725	-123.174861	10.60000038	1897.069946		82	10.65499973	164
8:16:45 PM	49.228774	-123.174983	10.19999981	1907.459961		81	10.48400021	222
8:16:46 PM	49.228826	-123.175106	10.19999981	1918.119995		80	10.33300018	219
8:16:47 PM	49.228878	-123.175232	10.19999981	1928.949951		80	10.45100021	301
8:16:48 PM	49.228931	-123.175358	10.19999981	1939.910034		80	10.56200027	375
8:16:49 PM	49.228979	-123.175490	10.19999981	1950.859985		80	10.59000015	410
8:16:50 PM	49.229021	-123.175625	10.19999981	1961.670044		85	10.38199997	385
8:16:51 PM	49.229064	-123.175767	10.19999981	1973.01001		87	10.625	455
8:16:52 PM	49.229111	-123.175900	10.19999981	1984.040039		86	10.76099968	456
8:16:53 PM	49.229156	-123.176038	10.19999981	1995.199951		86	10.94999981	418
8:16:54 PM	49.229210	-123.176169	10.19999981	2006.530029		86	10.91300011	418
8:16:55 PM	49.229267	-123.176291	10.19999981	2017.410034		85	10.88300037	380
8:16:56 PM	49.229325	-123.176410	10.19999981	2028.180054		84	10.39099979	405
8:16:57 PM	49.229377	-123.176530	10.19999981	2038.640015		91	10.12800026	365
8:16:58 PM	49.229421	-123.176643	10.19999981	2048.25		91	9.883999825	365
8:16:59 PM	49.229471	-123.176768	10.19999981	2058.879883		89	9.99600029	392
8:17:00 PM	49.229524	-123.176894	10.19999981	2069.790039		89	10.39599991	404
8:17:01 PM	49.229578	-123.177009	10.19999981	2080.120117		88	10.06599998	406
8:17:02 PM	49.229628	-123.177122	10.19999981	2090.01001		87	9.940999985	324
8:17:03 PM	49.229666	-123.177237	10.19999981	2099.340088		87	9.508999825	303
8:17:04 PM	49.229711	-123.177355	10.19999981	2109.300049		85	9.548000336	279
8:17:05 PM	49.229756	-123.177468	10.19999981	2118.919922		84	9.321000099	266
8:17:06 PM	49.229796	-123.177567	10.19999981	2127.379883		82	9.154999733	251
8:17:07 PM	49.229839	-123.177678	10.19999981	2136.780029		81	9.072999954	235
8:17:08 PM	49.229877	-123.177772	10.19999981	2144.820068		79	8.840000153	285
8:17:09 PM	49.229913	-123.177876	10.19999981	2153.350098		79	8.717000008	285
8:17:10 PM	49.229933	-123.177978	10.19999981	2160.909912		75	8.486000061	283
8:17:11 PM	49.229964	-123.178076	10.19999981	2168.850098		75	8.508999825	283
8:17:12 PM	49.229993	-123.178184	10.19999981	2177.26001		87	8.288000107	314
8:17:13 PM	49.230031	-123.178276	10.19999981	2185.199951		92	8.071000099	314
8:17:14 PM	49.230079	-123.178372	10.19999981	2193.820068		96	8.182999611	281
8:17:15 PM	49.230127	-123.178465	10.19999981	2202.320068		99	8.173999786	355
8:17:16 PM	49.230155	-123.178562	10.19999981	2210.110107		90	7.778999805	351
8:17:17 PM	49.230186	-123.178684	10.19999981	2219.590088		89	8.138999939	352
8:17:18 PM	49.230193	-123.178807	10.19999981	2228.47998		91	8.119000435	337
8:17:19 PM	49.230197	-123.178917	10.60000038	2236.47998		91	8.12100029	303
8:17:20 PM	49.230192	-123.179037	11.19999981	2245.199951		94	8.272999763	262
8:17:21 PM	49.230197	-123.179148	11.60000038	2253.280029		94	8.274000168	264
8:17:22 PM	49.230203	-123.179260	12	2261.449951		94	8.128000259	236
8:17:23 PM	49.230203	-123.179373	12.39999962	2269.699951		94	8.133000374	231
8:17:24 PM	49.230200	-123.179498	12.39999962	2278.75		94	8.375	231
8:17:25 PM	49.230197	-123.179600	12.39999962	2286.219971		92	7.974999905	239
8:17:26 PM	49.230193	-123.179712	12.39999962	2294.389893		92	7.852000237	252
8:17:27 PM	49.230196	-123.179817	12.39999962	2302		91	7.757999897	240
8:17:28 PM	49.230191	-123.179943	12.39999962	2311.209961		91	8.06799984	240
8:17:29 PM	49.230192	-123.180058	12.39999962	2319.560059		91	8.166999817	239
8:17:30 PM	49.230193	-123.180174	12.39999962	2328.02002		92	8.074999809	245
8:17:31 PM	49.230195	-123.180284	12.39999962	2336.060059		92	8.083000183	254
8:17:32 PM	49.230196	-123.180394	12.39999962	2344.060059		91	8.098999977	244
8:17:33 PM	49.230203	-123.180507	12.39999962	2352.27002		91	8.005999565	237
8:17:34 PM	49.230200	-123.180625	12.39999962	2360.860107		93	8.217000008	239
8:17:35 PM	49.230203	-123.180739	12.39999962	2369.149902		92	8.105999947	219
8:17:36 PM	49.230195	-123.180854	12.39999962	2377.530029		93	8.12100029	216
8:17:37 PM	49.230195	-123.180965	12.39999962	2385.649902		93	8.085000038	217
8:17:38 PM	49.230202	-123.181084	12.39999962	2394.320068		93	8.258000374	226
8:17:39 PM	49.230190	-123.181208	12.39999962	2403.439941		92	8.548999786	276
8:17:40 PM	49.230187	-123.181312	12.39999962	2410.969971		92	7.827000141	233
8:17:41 PM	49.230191	-123.181427	12.39999962	2419.350098		93	7.933000088	233
8:17:42 PM	49.230199	-123.181541	12.39999962	2427.669922		94	7.915999889	202
8:17:43 PM	49.230199	-123.181646	12.39999962	2435.310059		94	7.618999958	202
8:17:44 PM	49.230219	-123.181758	12.39999962	2443.570068		94	7.868000031	177
8:17:45 PM	49.230222	-123.181872	12.39999962	2451.870117		96	7.965000153	181
8:17:46 PM	49.230215	-123.181982	12.39999962	2459.870117		95	8.156999588	156
8:17:47 PM	49.230208	-123.182097	12.39999962	2468.209961		94	8.418999672	127
8:17:48 PM	49.230209	-123.182237	12.39999962	2478.370117		92	8.817000389	159
8:17:49 PM	49.230217	-123.182368	12.39999962	2487.98999		93	8.968999863	165
8:17:50 PM	49.230224	-123.182495	12.39999962	2497.23999		95	8.93999958	143
8:17:51 PM	49.230213	-123.182634	12.39999962	2507.310059		96	9.121999741	143
8:17:52 PM	49.230204	-123.182767	12.39999962	2517		92	9.416000366	71
8:17:53 PM	49.230200	-123.182905	12.39999962	2527.100098		78	9.576999664	71
8:17:54 PM	49.230202	-123.183045	12.39999962	2537.27002		73	9.855999947	36
8:17:55 PM	49.230201	-123.183186	12.39999962	2547.51001		79	10.02000046	36
8:17:56 PM	49.230204	-123.183328	12.39999962	2557.899902		82	10.19699955	128
8:17:57 PM	49.230204	-123.183473	12.39999962	2568.439941		84	10.4119997	128
8:17:58 PM	49.230206	-123.183621	12.39999962	2579.25		63	10.42700005	0
8:17:59 PM	49.230212	-123.183774	12.39999962	2590.409912		0	10.73200035	0
8:18:00 PM	49.230222	-123.183924	12	2601.360107		0	11.05200005	0
8:18:01 PM	49.230237	-123.184074	11.39999962	2612.399902		0	11.05599976	0
8:18:02 PM	49.230262	-123.184220	11	2623.26001		0	10.82999992	0
8:18:03 PM	49.230292	-123.184347	10.39999962	2632.840088		0	10.16800022	0
8:18:04 PM	49.230322	-123.184471	9.600000381	2642.300049		0	9.779000282	0
8:18:05 PM	49.230356	-123.184587	9	2651.199951		0	9.135000229	0
8:18:06 PM	49.230388	-123.184676	8.399999619	2658.310059		0	7.860000134	0
8:18:07 PM	49.230419	-123.184755	7.800000191	2664.669922		0	6.875999928	0
8:18:08 PM	49.230447	-123.184829	7.800000191	2670.610107		0	6.020999908	0
8:18:09 PM	49.230472	-123.184887	7.199999809	2675.48999		0	5.604000092	0
8:18:10 PM	49.230499	-123.184960	6.800000191	2681.439941		16	5.907000065	167
8:18:11 PM	49.230527	-123.185042	6.400000095	2688.100098		67	6.513999939	282
8:18:12 PM	49.230550	-123.185139	6	2695.600098		72	7.225999832	366
8:18:13 PM	49.230584	-123.185235	5.599999905	2703.469971		78	7.916999817	384
8:18:14 PM	49.230625	-123.185338	5.599999905	2712.179932		81	8.425999641	384
8:18:15 PM	49.230670	-123.185451	5.599999905	2721.629883		84	8.907999992	283
8:18:16 PM	49.230715	-123.185561	5.599999905	2731.050049		85	9.194999695	252
8:18:17 PM	49.230756	-123.185674	5.599999905	2740.389893		88	8.918999672	254
8:18:18 PM	49.230796	-123.185781	5.599999905	2749.389893		92	9.147999763	254
8:18:19 PM	49.230843	-123.185896	5.599999905	2759.209961		90	9.37100029	211
8:18:20 PM	49.230883	-123.186006	5.599999905	2768.399902		90	9.152999878	211
8:18:21 PM	49.230922	-123.186116	5.599999905	2777.52002		90	9.348999977	230
8:18:22 PM	49.230967	-123.186229	5.599999905	2787.149902		91	9.447999954	230
